tubeID,BIR_Nt,PAL_Nt,PAN_Nt,PSA_Nt,SIM_Nt,SUL_Nt,Type,BIR_0,PAL_0,PAN_0,PSA_0,SIM_0,SUL_0,FocalSpecies,OtherSp,Parasitism,ObsCount_Pairs,i,j,FocalSpeciesStartDens,OtherSpeciesStartDens
1236,NA,NA,NA,44.5,NA,NA,Intra,0,0,0,15,0,0,PSA,NA,Para,44.5,4,7,15,NA
1809,NA,NA,NA,NA,NA,35,Intra,0,0,0,0,0,15,SUL,NA,Para,35,6,7,15,NA
1761,NA,NA,NA,NA,NA,5.5,Intra,0,0,0,0,0,3,SUL,NA,Para,5.5,6,7,3,NA
1812,NA,NA,NA,NA,NA,21,Intra,0,0,0,0,0,15,SUL,NA,Para,21,6,7,15,NA
1764,NA,NA,NA,NA,NA,10,Intra,0,0,0,0,0,3,SUL,NA,Para,10,6,7,3,NA
1089,NA,NA,17.5,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,17.5,3,7,9,NA
1092,NA,NA,24.5,NA,NA,NA,Intra,0,0,9,0,0,0,PAN,NA,Para,24.5,3,7,9,NA
120,23,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,23,1,7,15,NA
96,12,NA,NA,NA,NA,NA,Intra,9,0,0,0,0,0,BIR,NA,Para,12,1,7,9,NA
117,25.5,NA,NA,NA,NA,NA,Intra,15,0,0,0,0,0,BIR,NA,Para,25.5,1,7,15,NA
1413,NA,NA,NA,NA,56.5,NA,Intra,0,0,0,0,9,0,SIM,NA,Para,56.5,5,7,9,NA
528,NA,20.5,NA,NA,NA,NA,Intra,0,3,0,0,0,0,PAL,NA,Para,20.5,2,7,3,NA
576,NA,43.5,NA,NA,NA,NA,Intra,0,15,0,0,0,0,PAL,NA,Para,43.5,2,7,15,NA
549,NA,39,NA,NA,NA,NA,Intra,0,9,0,0,0,0,PAL,NA,Para,39,2,7,9,NA
